"","51001","51003","51005","51007","51009","51011","51013","51015","51017","51019","51021","51023","51025","51027","51029","51031","51033","51035","51036","51037","51041","51043","51045","51047","51049","51051","51053","51057","51059","51061","51063","51065","51067","51069","51071","51073","51075","51077","51079","51081","51083","51085","51087","51089","51091","51093","51095","51097","51099","51101","51103","51105","51107","51109","51111","51113","51115","51117","51119","51121","51125","51127","51131","51133","51135","51137","51139","51141","51143","51145","51147","51149","51153","51155","51157","51159","51161","51163","51165","51167","51169","51171","51173","51175","51177","51179","51181","51183","51185","51187","51191","51193","51195","51197","51199","51510","51520","51530","51540","51550","51570","51580","51590","51595","51600","51610","51620","51630","51640","51650","51660","51670","51678","51680","51683","51685","51690","51700","51710","51720","51730","51735","51740","51750","51760","51770","51775","51790","51800","51810","51820","51830","51840"
"51001",50063,23,0,0,0,0,23,23,0,23,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,71,23,47,0,0,307,0,0,47,0,0,0,47,23,71,0,0,0,213,0,23,23,0,0,23,71,0,0,0,0,0,0,0,23,3623,71,0,0,0,0,0,142,118,23,47,0,0,0,0,71,23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,71,0,47,0,118,142,0,0,47,94,0,0,47,0,0,142,165,0,0,118,23,0,0,378,1207,0,0,0,23,0,47,0,0,0,71,1894,0,118,142
"51003",0,147454,114,85,314,114,257,1858,0,571,0,114,0,0,714,314,57,85,0,28,1172,142,0,371,28,0,0,0,1000,571,0,2429,171,28,28,85,657,28,3802,0,142,686,3116,171,0,57,142,0,57,85,0,0,628,2258,28,1000,28,171,57,371,2001,85,0,57,0,886,85,142,114,0,514,57,743,0,28,0,114,285,657,0,0,85,200,0,771,114,0,28,28,200,200,114,0,257,200,57,28,28,33390,200,0,28,257,0,0,0,0,57,0,0,428,0,28,1114,57,0,142,285,200,0,57,0,28,85,686,171,114,371,114,1086,3430,114,57
"51005",0,82,19552,0,20,0,0,185,247,165,0,1218,0,0,0,61,0,0,0,0,0,20,20,0,20,0,0,0,20,0,0,0,41,20,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,20,0,0,0,0,0,20,0,0,0,0,20,0,82,20,0,0,495,660,20,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,61,61,0,0,6028,20,0,0,0,0,0,0,0,41,0,289,20,0,0,0,0,0,0,0,0,41,0,20,1878,289,144,0,0,103,0,0
"51007",0,0,0,17574,0,56,0,18,0,74,0,56,37,0,37,0,18,0,37,56,6499,0,0,0,93,0,130,0,0,18,0,0,18,37,0,37,37,0,0,0,149,168,672,0,0,0,112,18,0,0,18,0,0,18,18,0,0,410,0,37,0,37,0,0,1120,0,0,0,18,1494,504,18,0,0,56,0,0,18,0,0,0,0,0,0,0,0,0,0,0,37,18,0,0,56,37,0,0,0,18,56,112,0,0,18,0,0,0,37,0,18,0,0,0,56,0,0,0,18,0,0,149,0,0,0,616,18,0,18,18,112,0,56,0
"51009",0,309,0,103,48952,1100,34,412,0,2854,0,51,17,0,206,3679,17,0,34,68,378,0,0,85,51,0,17,0,34,0,0,68,137,0,0,0,17,0,17,0,120,120,223,0,0,0,51,0,0,0,0,0,0,51,0,17,0,103,0,17,636,0,0,0,17,68,0,0,257,34,120,34,120,0,17,0,120,412,85,0,0,0,51,0,34,85,0,0,0,17,0,0,0,17,103,34,17,34,292,17,0,0,34,0,0,0,0,85,0,0,17,0,257,10832,0,0,34,34,137,0,0,0,17,0,240,275,68,34,0,447,85,120,0
"51011",12,136,0,62,957,23910,0,37,0,982,0,12,0,0,211,3246,12,0,0,273,161,0,0,0,37,0,12,0,12,0,0,24,99,0,24,62,12,0,12,12,87,12,348,0,0,0,24,0,0,0,0,0,12,12,0,0,0,311,12,0,335,0,12,0,0,37,0,0,223,87,908,12,0,0,0,0,24,12,37,0,0,0,0,0,62,0,0,12,0,0,0,0,0,24,0,0,0,12,24,24,12,0,74,0,0,0,0,12,0,99,37,24,24,5635,0,0,0,12,37,0,0,0,0,0,111,174,0,12,37,149,0,24,0
"51013",0,378,0,0,37,0,247929,75,37,189,0,264,0,0,0,75,378,0,0,0,1362,0,0,302,37,0,0,0,47496,1135,0,0,113,151,0,0,75,0,113,0,37,832,1059,37,0,0,605,0,75,0,113,0,5979,151,0,113,37,37,37,227,264,227,0,37,0,340,264,0,0,0,264,189,5260,0,75,0,0,75,416,0,0,302,151,0,605,794,0,37,0,605,0,454,0,340,491,12148,0,0,491,264,189,0,0,113,1135,4390,0,264,0,227,75,0,37,0,491,113,0,151,151,0,75,37,378,0,491,0,0,0,0,832,0,529,189
"51015",0,2793,155,0,135,38,193,105326,252,484,0,96,0,0,213,96,0,19,0,0,368,19,0,38,19,0,96,0,135,19,0,116,407,135,19,19,310,0,38,0,0,174,834,19,96,116,116,58,19,19,19,19,853,407,0,38,0,58,38,310,931,19,0,19,0,155,232,19,135,0,58,0,310,77,38,0,329,1823,7739,38,0,387,77,0,290,135,0,0,0,77,19,19,0,155,58,38,0,174,1202,0,0,116,0,0,0,0,0,96,0,38,8360,0,465,407,19,0,0,58,96,0,0,0,0,0,135,853,349,17612,0,543,25313,77,38
"51017",0,126,430,0,25,0,0,177,4558,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,50,202,25,0,0,50,0,0,50,0,0,0,0,0,25,0,0,25,0,0,0,25,50,0,0,379,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,329,0,75,25,0,0
"51019",0,280,15,46,1774,1183,0,264,0,107693,0,1541,0,15,140,10663,0,0,0,140,202,31,46,62,46,0,62,62,124,46,140,31,4280,31,62,93,77,0,0,15,171,311,513,233,0,0,186,31,0,0,0,0,93,124,31,31,0,0,15,1043,451,0,0,31,62,124,108,0,747,77,280,31,217,108,0,31,8997,435,217,15,15,93,15,0,93,0,0,0,31,0,155,62,93,46,15,62,46,124,202,62,46,0,124,0,31,0,0,31,0,31,249,15,108,26012,31,0,31,31,124,0,15,0,0,31,311,8390,980,93,0,186,93,124,62
"51021",0,0,0,21,0,0,0,0,0,21,6979,21,0,21,0,0,0,194,0,0,43,0,0,0,21,0,0,0,0,0,0,0,43,0,86,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,21,0,0,0,108,0,43,21,0,21,0,0,0,64,0,0,0,0,0,993,0,129,0,0,1469,0,0,21,0,0,0,0,0,0,0,0,0,0,0,561,0,64,0,0,0,0,0,0,0,0,0,0,0,0,86,0,64,21,0,0,0,0,0,0
"51023",14,233,845,0,58,0,0,102,14,1808,0,43473,14,0,43,116,14,58,0,29,116,0,58,29,14,0,0,0,102,29,14,0,787,0,539,0,29,0,14,0,0,58,247,175,0,0,43,0,14,0,0,0,58,29,0,0,14,14,43,904,58,0,0,0,14,0,0,14,14,0,29,0,102,87,0,0,10208,525,116,0,0,0,14,0,29,29,0,0,0,0,29,0,0,58,29,0,0,29,14,0,0,510,29,0,0,0,0,29,0,0,175,0,102,408,0,0,0,43,87,0,14,0,0,87,58,10004,2056,87,0,175,29,0,0
"51025",0,0,0,61,0,61,0,0,0,30,0,0,19580,0,30,0,0,0,0,0,828,0,0,0,0,30,1012,30,61,0,0,0,276,0,0,153,30,0,0,675,92,122,398,61,0,184,153,0,0,0,0,0,0,0,429,0,0,6874,0,0,0,0,0,0,276,0,0,0,0,0,122,184,92,0,0,0,0,0,61,0,0,0,0,92,0,0,92,184,0,0,0,0,0,0,61,0,0,0,0,0,613,0,0,1166,61,0,0,0,0,61,0,92,0,0,0,0,0,61,0,0,61,0,0,0,398,0,0,0,61,368,0,122,0
"51027",0,0,0,0,0,0,0,0,0,0,28,0,0,31673,28,0,0,0,0,0,0,0,0,0,0,702,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2416,0,0,0,0,0,0,0,0,3878,0,1826,0,168,28,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,309,0,0,0,0,0,0,0
"51029",0,2564,0,57,57,835,0,144,0,345,0,28,0,0,18960,403,28,0,0,144,518,0,28,0,922,0,57,0,57,0,0,605,345,0,0,0,115,0,28,0,28,57,345,28,0,0,28,0,28,0,86,0,0,691,57,0,0,144,28,0,201,0,0,28,316,172,86,57,57,374,1959,28,57,57,28,0,0,28,28,0,0,86,0,0,86,28,0,0,0,86,0,0,0,57,28,28,0,0,922,0,0,0,0,0,0,0,0,0,0,115,57,0,0,950,0,0,28,28,0,0,28,0,0,0,144,28,0,0,0,0,0,0,0
"51031",0,462,0,16,3321,2627,49,214,0,10708,0,99,0,0,214,81401,0,0,0,297,627,0,0,16,82,0,0,0,49,16,16,33,528,49,33,0,33,0,148,0,462,132,396,66,0,16,132,16,16,33,0,0,115,33,16,0,0,165,0,49,330,16,0,0,33,0,0,0,2412,49,528,16,33,33,0,0,660,165,49,0,0,0,0,0,16,16,0,16,33,0,16,0,0,16,16,16,0,33,330,16,16,0,594,0,0,0,0,33,0,66,49,16,33,34735,0,0,49,16,49,0,0,0,33,33,49,1057,82,33,16,330,115,66,16
"51033",61,40,20,0,40,0,102,40,0,0,0,20,20,0,61,0,36213,0,40,20,1000,0,0,0,0,0,0,204,347,183,0,40,0,81,0,20,163,0,0,0,0,5838,3245,0,0,0,183,61,469,387,61,0,244,367,0,20,0,224,265,81,0,224,0,244,0,122,122,0,20,20,0,61,428,20,102,61,0,81,102,0,0,0,0,0,11717,1816,0,20,0,20,0,204,0,0,81,20,0,0,40,20,0,0,0,0,0,0,0,2592,0,61,40,20,0,0,0,0,0,163,326,0,40,0,20,0,530,183,20,0,20,387,0,81,0
"51035",0,267,0,0,0,0,0,0,0,22,22,0,22,0,0,44,0,37884,0,0,44,0,0,0,0,0,0,0,89,0,534,66,489,0,267,0,0,779,0,0,0,22,0,155,0,0,0,0,0,0,0,0,0,22,22,0,0,22,0,1180,0,0,0,0,0,0,0,801,0,0,22,0,0,801,0,0,200,0,0,66,22,0,44,0,0,0,0,0,0,66,244,0,155,2004,0,0,178,0,44,0,0,0,0,22,0,0,0,0,8329,0,0,0,0,22,0,0,200,0,22,44,0,0,0,44,0,155,89,0,0,0,0,0,0
"51036",0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,6577,29,986,0,0,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,657,1704,0,0,0,837,29,0,269,59,0,0,0,0,0,0,0,0,0,0,1494,0,0,0,0,0,0,0,119,0,508,0,0,0,29,0,29,59,0,0,0,0,0,29,0,0,0,0,0,0,29,0,0,239,0,0,0,0,59,149,0,0,0,0,0,0,0,0,89,0,358,0,0,0,0,0,59,89,0,0,0,29,0,179,0,29,29,59,209,0,149,0
"51037",0,0,0,588,281,972,0,25,0,230,0,0,51,0,51,1023,0,0,0,15609,486,0,0,0,102,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,1663,0,102,0,0,25,102,0,0,25,0,0,25,0,332,0,0,1663,0,153,0,0,0,0,204,25,0,0,25,76,2431,0,25,0,0,0,51,0,179,0,0,0,25,0,0,0,0,0,0,0,0,0,51,0,76,0,0,0,25,179,0,0,127,0,0,0,102,0,0,76,76,0,0,1356,0,0,25,179,25,0,0,0,0,25,76,127,25,0,0,409,25,102,0
"51041",156,1197,121,2359,69,433,399,607,17,641,0,156,399,0,277,468,1197,17,503,86,598319,0,17,34,659,0,4840,156,1110,121,17,294,347,17,52,902,3626,0,104,225,242,6332,35376,86,0,399,3383,312,121,555,746,0,520,936,329,34,694,1145,1197,1023,624,1665,294,399,537,104,0,17,242,6488,1769,5309,971,121,0,156,190,225,294,17,0,34,17,138,1440,537,468,728,86,0,121,138,52,69,1388,347,104,86,1041,1318,16586,34,260,156,17,17,52,624,0,641,399,3591,190,919,156,17,34,884,1162,17,6020,17,607,34,38586,138,104,17,138,5170,173,1179,17
"51043",44,0,0,0,0,0,67,22,0,22,0,0,0,0,0,0,44,0,0,0,111,15001,0,0,0,0,0,0,514,246,0,0,0,4836,22,0,0,0,22,0,0,0,22,0,0,0,134,0,0,0,0,0,2821,44,0,89,0,22,0,0,0,0,0,0,0,22,22,0,0,0,0,0,291,0,22,0,44,44,67,0,0,111,44,0,44,134,0,0,44,649,0,0,0,22,0,0,0,0,0,44,0,22,0,0,0,0,0,89,0,0,0,0,44,0,44,0,0,44,0,0,0,0,0,0,22,0,0,0,67,156,0,67,3604
